Printing Modifier Definitions:
Tag: can_recruit_explorer, Categories: Country, , All, 
Tag: overlord_blocked_from_building_rgos, Categories: Country, , All, 
Tag: overlord_blocked_from_building_roads, Categories: Country, , All, 
Tag: overlord_blocked_from_building_buildings, Categories: Country, , All, 
Tag: aggressiveness_modifier, Categories: Country, , All, 
Tag: carefulness_modifier, Categories: Country, , All, 
Tag: subjugation_preference_modifier, Categories: Country, , All, 
Tag: ai_force_annexation_modifier, Categories: Country, , All, 
Tag: ai_stability_target_modifier, Categories: Country, , All, 
Tag: ai_government_power_target_modifier, Categories: Country, , All, 
Tag: expected_warscore_modifier, Categories: Country, , All, 
Tag: cannot_move_capital, Categories: Country, , All, 
Tag: gold_importance_modifier, Categories: Country, , All, 
Tag: court_language_is_liturgical_language_importance_modifier, Categories: Country, , All, 
Tag: court_language_is_common_language_importance_modifier, Categories: Country, , All, 
Tag: court_language_is_market_language_importance_modifier, Categories: Country, , All, 
Tag: stability_importance_modifier, Categories: Country, , All, 
Tag: manpower_importance_modifier, Categories: Country, , All, 
Tag: control_importance_modifier, Categories: Country, , All, 
Tag: diplomacy_importance_modifier, Categories: Country, , All, 
Tag: religious_unity_importance_modifier, Categories: Country, , All, 
Tag: defence_importance_modifier, Categories: Country, , All, 
Tag: institution_importance_modifier, Categories: Country, , All, 
Tag: trade_importance_modifier, Categories: Country, , All, 
Tag: societal_value_importance_modifier, Categories: Country, , All, 
Tag: growth_is_primary_culture, Categories: Location, , All, 
Tag: owner_gets_vision_when_occupied, Categories: Location, , All, 
Tag: allow_native_subjugation_cb, Categories: Country, , All, 
Tag: irrigant_cap_level, Categories: Country, , All, 
Tag: chancery_cap_level, Categories: Country, , All, 
Tag: allow_paik_levies, Categories: Country, , All, 
Tag: global_may_build_paik_units, Categories: Country, , All, 
Tag: global_trades_per_burgher, Categories: Country, , All, 
Tag: local_trades_per_burgher, Categories: Location, , All, 
Tag: can_assume_fort_command, Categories: Country, , All, 
Tag: can_assume_fort_command_character, Categories: Character, , All, 
Tag: fort_assumed_efficiency_character, Categories: Character, , All, 
Tag: ennoble_price_cost_modifier, Categories: Country, , All, 
Tag: pardon_price_cost_modifier, Categories: Country, , All, 
Tag: appoint_as_heir_price_cost_modifier, Categories: Country, , All, 
Tag: grant_cabinet_right_price_cost_modifier, Categories: Country, , All, 
Tag: sow_discontent_monthly_cost_cost_modifier, Categories: Country, , All, 
Tag: corrupt_officials_monthly_cost_cost_modifier, Categories: Country, , All, 
Tag: commission_art_price_cost_modifier, Categories: Country, , All, 
Tag: abdicate_price_cost_modifier, Categories: Country, , All, 
Tag: cannot_declare_no_cb_wars, Categories: Country, , All, 
Tag: cannot_declare_no_cb_wars_on_religion_head, Categories: Country, , All, 
Tag: has_taluqdar_tax_collection, Categories: Country, , All, 
Tag: allow_extensive_conscription_cabinet_action, Categories: Country, , All, 
Tag: allow_thema_headquarters, Categories: Country, , All, 
Tag: num_of_varangian_units, Categories: Country, , All, 
Tag: can_use_council_of_three_lands_modifier, Categories: Country, , All, 
Tag: allowed_alliance, Categories: Country, , All, 
Tag: allowed_guarantee, Categories: Country, , All, 
Tag: allowed_support_rebels, Categories: Country, , All, 
Tag: allowed_intervene_in_war, Categories: Country, , All, 
Tag: allowed_enforce_peace, Categories: Country, , All, 
Tag: allowed_threaten_war, Categories: Country, , All, 
Tag: blocked_from_peace, Categories: Country, , All, 
Tag: allow_tribute_in_silver, Categories: Country, , All, 
Tag: may_convert_vassals_to_celestial_governors, Categories: Country, , All, 
Tag: num_of_banner_cavalry, Categories: Country, , All, 
Tag: monthly_celestial_authority, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , All, 
Tag: conduct_keju_examination_cost_modifier, Categories: Country, , All, 
Tag: reshape_bureaucracy_cost_modifier, Categories: Country, , All, 
Tag: strengthen_ministry_cost_modifier, Categories: Country, , All, 
Tag: proclaim_decree_cost_modifier, Categories: Country, , All, 
Tag: can_create_red_turban_rebellions_cb, Categories: Country, , All, 
Tag: rtr_grant_titles_price_cost_modifier, Categories: Country, , All, 
Tag: rtr_negotiate_with_rebels_price_cost_modifier, Categories: Country, , All, 
Tag: change_government_type_price_cost_modifier, Categories: Country, , All, 
Tag: rtr_appease_the_court_price_cost_modifier, Categories: Country, , All, 
Tag: rtr_rein_in_area_price_cost_modifier, Categories: Country, , All, 
Tag: change_employment_system_cost_modifier, Categories: Country, , All, 
Tag: restrict_peranakan_trading_rights_price_cost_modifier, Categories: Country, , All, 
Tag: ban_conversion_of_adipatis_price_cost_modifier, Categories: Country, , All, 
Tag: control_the_bhres_price_cost_modifier, Categories: Country, , All, 
Tag: gag_support_guelphs, Categories: Country, , All, 
Tag: crown_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: nobles_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: clergy_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: burghers_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: peasants_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: dhimmi_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: crown_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: nobles_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: clergy_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: burghers_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: peasants_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: dhimmi_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: tribes_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: cossacks_estate_blocked_from_parliament, Categories: Country, , All, 
Tag: crown_estate_agenda_impact, Categories: Country, , All, 
Tag: nobles_estate_agenda_impact, Categories: Country, , All, 
Tag: clergy_estate_agenda_impact, Categories: Country, , All, 
Tag: burghers_estate_agenda_impact, Categories: Country, , All, 
Tag: peasants_estate_agenda_impact, Categories: Country, , All, 
Tag: dhimmi_estate_agenda_impact, Categories: Country, , All, 
Tag: tribes_estate_target_satisfaction, Categories: Country, , All, 
Tag: tribes_estate_satisfaction_decay, Categories: Country, , All, 
Tag: tribes_estate_satisfaction_recovery, Categories: Country, , All, 
Tag: tribes_estate_max_tax, Categories: Country, , All, 
Tag: tribes_estate_min_tax, Categories: Country, , All, 
Tag: tribes_estate_levy_size, Categories: Country, , All, 
Tag: local_tribes_estate_power, Categories: Location, , All, 
Tag: global_tribes_estate_power, Categories: Country, , All, 
Tag: tribes_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: tribes_estate_cannot_marry, Categories: Country, , All, 
Tag: tribes_estate_agenda_impact, Categories: Country, , All, 
Tag: cossacks_estate_target_satisfaction, Categories: Country, , All, 
Tag: cossacks_estate_satisfaction_decay, Categories: Country, , All, 
Tag: cossacks_estate_satisfaction_recovery, Categories: Country, , All, 
Tag: cossacks_estate_max_tax, Categories: Country, , All, 
Tag: cossacks_estate_min_tax, Categories: Country, , All, 
Tag: cossacks_estate_levy_size, Categories: Country, , All, 
Tag: local_cossacks_estate_power, Categories: Location, , All, 
Tag: global_cossacks_estate_power, Categories: Country, , All, 
Tag: cossacks_estate_can_participate_in_parliament, Categories: Country, , All, 
Tag: cossacks_estate_cannot_marry, Categories: Country, , All, 
Tag: cossacks_estate_agenda_impact, Categories: Country, , All, 
Tag: local_construction_speed, Categories: Location, , All, 
Tag: global_construction_speed, Categories: Country, , All, 
Tag: num_possible_rivals, Categories: Country, , All, 
Tag: mercury_patio_max_level, Categories: Country, , All, 
Tag: hanseatic_shipwright_guild_max_level, Categories: Country, , All, 
Tag: construction_center_max_level, Categories: Country, , All, 
Tag: allows_hanseatic_federation_buildings, Categories: Country, , All, 
Tag: always_allow_levies, Categories: Country, , All, 
Tag: excluded_from_paying_tithe, Categories: Country, , All, 
Tag: tithe_cost_modifier, Categories: Country, , All, 
Tag: join_italian_wars_price_cost_modifier, Categories: Country, , All, 
Tag: create_italian_league_price_cost_modifier, Categories: Country, , All, 
Tag: plan_italian_campaign_wars_price_cost_modifier, Categories: Country, , All, 
Tag: intervene_in_italian_campaign_price_cost_modifier, Categories: Country, , All, 
Tag: attract_condottieri_price_cost_modifier, Categories: Country, , All, 
Tag: iw_send_aid_price_cost_modifier, Categories: Country, , All, 
Tag: enable_pest_house, Categories: Country, , All, 
Tag: rto_press_claims_price_cost_modifier, Categories: Country, , All, 
Tag: succession_crisis_price_cost_modifier, Categories: Country, , All, 
Tag: wotr_action_price_cost_modifier, Categories: Country, , All, 
Tag: peasants_war_actions_price_cost_modifier, Categories: Country, , All, 
Tag: religious_turmoil_actions_price_cost_modifier, Categories: Country, , All, 
Tag: seek_relations_with_the_byzantines_price_cost_modifier, Categories: Country, , All, 
Tag: examine_our_fortifications_price_cost_modifier, Categories: Country, , All, 
Tag: offer_diplomatic_protection_price_cost_modifier, Categories: Country, , All, 
Tag: invade_neighbor_beylik_price_cost_modifier, Categories: Country, , All, 
Tag: rot_select_core_region_price_cost_modifier, Categories: Country, , All, 
Tag: rot_reform_into_monarchy_price_cost_modifier, Categories: Country, , All, 
Tag: free_capacity_attracts_pops, Categories: Location, , All, 
Tag: cannot_upgrade_location, Categories: Location, , All, 
Tag: horde_unity_hit_at_ruler_death, Categories: Country, , All, 
Tag: can_promote_mamluks, Categories: Country, , All, 
Tag: can_build_mamluk_barracks, Categories: Country, , All, 
Tag: army_food_gathering, Categories: Unit, , All, 
Tag: army_food_gathering_modifier, Categories: Unit, , All, 
Tag: tribes_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: cossacks_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: crown_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: nobles_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: clergy_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: burghers_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: peasants_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: dhimmi_estate_blocked_from_cabinet, Categories: Country, , All, 
Tag: tribes_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: cossacks_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: crown_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: nobles_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: clergy_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: burghers_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: peasants_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: dhimmi_estate_allowed_in_cabinet, Categories: Country, , All, 
Tag: tribes_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: cossacks_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: crown_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: nobles_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: clergy_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: burghers_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: peasants_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: dhimmi_estate_blocked_from_leading_military, Categories: Country, , All, 
Tag: tribes_estate_allowed_leading_military, Categories: Country, , All, 
Tag: cossacks_estate_allowed_leading_military, Categories: Country, , All, 
Tag: crown_estate_allowed_leading_military, Categories: Country, , All, 
Tag: nobles_estate_allowed_leading_military, Categories: Country, , All, 
Tag: clergy_estate_allowed_leading_military, Categories: Country, , All, 
Tag: burghers_estate_allowed_leading_military, Categories: Country, , All, 
Tag: peasants_estate_allowed_leading_military, Categories: Country, , All, 
Tag: dhimmi_estate_allowed_leading_military, Categories: Country, , All, 
Tag: tribes_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: cossacks_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: crown_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: nobles_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: clergy_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: burghers_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: peasants_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: dhimmi_estate_allowed_to_build_roads, Categories: Country, , All, 
Tag: ignore_gender_block_leader, Categories: Character, , All, 
Tag: block_male_leader, Categories: Country, , All, 
Tag: block_female_leader, Categories: Country, , All, 
Tag: allow_male_leader, Categories: Country, , All, 
Tag: allow_female_leader, Categories: Country, , All, 
Tag: ignore_gender_block_cabinet, Categories: Character, , All, 
Tag: block_male_cabinet, Categories: Country, , All, 
Tag: block_female_cabinet, Categories: Country, , All, 
Tag: allow_male_cabinet, Categories: Country, , All, 
Tag: allow_female_cabinet, Categories: Country, , All, 
Tag: can_build_kurmina_headquarter, Categories: Country, , All, 
Tag: christian_tenet_price_cost_modifier, Categories: Country, , All, 
Tag: allow_tributary_subject, Categories: Country, , All, 
Tag: enable_black_market_buildings, Categories: Country, , All, 
Tag: send_diplomat_cost_modifier, Categories: Country, , All, 
Tag: abandon_piracy_cost_modifier, Categories: Country, , All, 
Tag: violate_treaty_of_tordesillas_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_claim_area_price_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_swap_sides_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_move_the_line_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_claim_conflicting_area_price_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_push_to_settle_treaty_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_upheld_treaty_relevance_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_revoke_claim_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_demand_transfer_colony_cost_modifier, Categories: Country, , All, 
Tag: tordesillas_swap_claim_cost_modifier, Categories: Country, , All, 
Tag: migrate_to_new_waters_cost_modifier, Categories: Country, , All, 
Tag: move_good_to_new_location_cost_modifier, Categories: Country, , All, 
Tag: learn_from_foreigners_cost_modifier, Categories: Country, , All, 
Tag: absorb_institutions_cost_modifier, Categories: Country, , All, 
Tag: slave_market_max_level, Categories: Country, , All, 
Tag: allow_diplomacy_force_embargo, Categories: Country, , All, 
Tag: allow_cabinet_naval_focus, Categories: Country, , All, 
Tag: allow_diplomacy_violate_sovereignty, Categories: Country, , All, 
Tag: allow_cabinet_soldiers_as_workforce, Categories: Country, , All, 
Tag: allow_diplomacy_force_divert_trade, Categories: Country, , All, 
Tag: allow_cabinet_reduced_paperwork, Categories: Country, , All, 
Tag: allow_diplomacy_force_change_court_language, Categories: Country, , All, 
Tag: allow_cabinet_assimilate_area, Categories: Country, , All, 
Tag: allow_diplomacy_influence_nation, Categories: Country, , All, 
Tag: allow_cabinet_diplomatic_corps, Categories: Country, , All, 
Tag: seek_alliance_with_overlord_rival_cost_modifier, Categories: Country, , All, 
Tag: declare_independence_war_cost_modifier, Categories: Country, , All, 
Tag: give_colony_representation_cost_modifier, Categories: Country, , All, 
Tag: establish_goods_act_cost_modifier, Categories: Country, , All, 
Tag: aid_colonial_war_cost_modifier, Categories: Country, , All, 
Tag: give_colony_rebellion_support_cost_modifier, Categories: Country, , All, 
Tag: allow_assembly_parliament, Categories: Country, , All, 
Tag: allow_council_parliament, Categories: Country, , All, 
Tag: allow_estate_parliament, Categories: Country, , All, 
Tag: allow_autocratic_parliament, Categories: Country, , All, 
Tag: allow_constitutional_parliament, Categories: Country, , All, 
Tag: reach_compromise_with_huguenots_price_cost_modifier, Categories: Country, , All, 
Tag: can_assign_governors, Categories: Country, , All, 
Tag: take_on_debt_cost_modifier, Categories: Country, , All, 
Tag: available_organization_parliament_agendas, Categories: InternationalOrganization, , All, 
Tag: emperor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: emperor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: elector_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: elector_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: archbishop_elector_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: archbishop_elector_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: free_city_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: free_city_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: primas_germaniae_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: primas_germaniae_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: legatus_natus_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: legatus_natus_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: imperial_prelate_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: imperial_prelate_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: imperial_prince_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: imperial_prince_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: imperial_peasant_republic_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: imperial_peasant_republic_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: curia_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: curia_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: military_order_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: military_order_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: bishopric_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: bishopric_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: ilkhan_claimant_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: ilkhan_claimant_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: japanese_emperor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: japanese_emperor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: shugo_daimyo_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: shugo_daimyo_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: lieutenant_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: lieutenant_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: loyalist_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: loyalist_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: absentee_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: absentee_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: high_king_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: high_king_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: lord_of_ireland_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: lord_of_ireland_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: celestial_governor_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: celestial_governor_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: member_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: member_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: tatar_overlord_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: tatar_overlord_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: tatar_tax_collector_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: tatar_tax_collector_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: senior_partner_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: senior_partner_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: junior_partner_can_participate_in_parliament, Categories: InternationalOrganization, , All, 
Tag: junior_partner_agenda_impact, Categories: InternationalOrganization, , All, 
Tag: unlock_contribute_to_organization_treasury, Categories: InternationalOrganization, , All, 
Tag: unlock_hire_cabinet_character_from_member, Categories: InternationalOrganization, , All, 
Tag: unlock_hire_military_leader_from_member, Categories: InternationalOrganization, , All, 
Tag: unlock_hire_artist_from_member, Categories: InternationalOrganization, , All, 
Tag: unlock_force_convert_member, Categories: InternationalOrganization, , All, 
Tag: unlock_align_societal_values_member, Categories: InternationalOrganization, , All, 
Tag: unlock_improve_relations_member, Categories: InternationalOrganization, , All, 
Tag: unlock_invest_in_members_economy, Categories: InternationalOrganization, , All, 
Tag: unlock_invest_in_members_administration, Categories: InternationalOrganization, , All, 
Tag: unlock_invest_in_members_military, Categories: InternationalOrganization, , All, 
Tag: policy_vote_delay, Categories: InternationalOrganization, , All, 
Tag: policy_vote_required_vote_ratio, Categories: InternationalOrganization, , All, 
Tag: character_on_task_modifier, Categories: Country, , All, 
Tag: bias_for_administrative_policies, Categories: Country, , All, 
Tag: bias_for_balanced_policies, Categories: Country, , All, 
Tag: bias_for_colonialist_policies, Categories: Country, , All, 
Tag: bias_for_diplomat_policies, Categories: Country, , All, 
Tag: bias_for_militarist_policies, Categories: Country, , All, 
Tag: bias_for_capitalist_policies, Categories: Country, , All, 
Tag: bias_for_tolerant_policies, Categories: Country, , All, 
Tag: bias_for_spiritualist_policies, Categories: Country, , All, 
Tag: bias_for_scholar_policies, Categories: Country, , All, 
Tag: bias_for_isolationist_policies, Categories: Country, , All, 
Tag: bias_for_patron_of_arts_policies, Categories: Country, , All, 
Tag: reject_subjugation_reasons, Categories: Country, , All, 
Tag: accept_subjugation_reasons, Categories: Country, , All, 
Tag: enforced_internal_peace, Categories: InternationalOrganization, , All, 
Tag: union_integration_level, Categories: InternationalOrganization, , All, 
Tag: hre_max_elector, Categories: InternationalOrganization, , All, 
Tag: hre_max_archbishop_elector, Categories: InternationalOrganization, , All, 
Tag: hre_allow_female_emperors, Categories: InternationalOrganization, , All, 
Tag: hre_enable_leave_hre_peace_treaty, Categories: InternationalOrganization, , All, 
Tag: imperial_ban_allowed, Categories: InternationalOrganization, , All, 
Tag: revoke_privileges_importance_modifier, Categories: Country, , All, 
Tag: revoke_privileges_stability_tolerance, Categories: Country, , All, 
Tag: coup_attempt_disaster_actions_price_cost_modifier, Categories: Country, , All, 
Tag: hyw_main_actions_price_cost_modifier, Categories: Country, , All, 
Tag: revolution_actions_price_cost_modifier, Categories: Country, , All, 
Tag: western_schism_ri_actions_price_cost_modifier, Categories: Country, , All, 
Tag: western_schism_gold_actions_price_cost_modifier, Categories: Country, , All, 
Tag: lia_actions_price_cost_modifier, Categories: Country, , All, 
Tag: direct_excommunication_allowed, Categories: InternationalOrganization, , All, 
Tag: excommunication_disabled, Categories: InternationalOrganization, , All, 
Tag: tatar_yoke_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: tatar_yoke_leader_payments_price_cost_modifier, Categories: Country, , All, 
Tag: uc_bey_pays_cost_modifier, Categories: Country, , All, 
Tag: rebel_monthly_progress, Categories: Rebel, , All, 
Tag: cannot_declare_no_cb_wars_on_members, Categories: InternationalOrganization, , All, 
Tag: blocked_from_changing_heir_selection, Categories: Country, , All, 
Tag: allow_member_call_parliament, Categories: InternationalOrganization, , All, 
Tag: can_call_organization_parliament, Categories: InternationalOrganization, , All, 
Tag: blocked_from_ruling_the_hre, Categories: Character, , All, 
Tag: years_to_annex_members, Categories: InternationalOrganization, , All, 
Tag: enable_annexation_of_members, Categories: InternationalOrganization, , All, 
Tag: monthly_towards_land, Categories: Country, , All, 
Tag: monthly_towards_naval, Categories: Country, , All, 
Tag: monthly_towards_centralization, Categories: Country, , All, 
Tag: monthly_towards_decentralization, Categories: Country, , All, 
Tag: monthly_towards_innovative, Categories: Country, , All, 
Tag: monthly_towards_traditionalist, Categories: Country, , All, 
Tag: monthly_towards_humanist, Categories: Country, , All, 
Tag: monthly_towards_spiritualist, Categories: Country, , All, 
Tag: monthly_towards_aristocracy, Categories: Country, , All, 
Tag: monthly_towards_plutocracy, Categories: Country, , All, 
Tag: monthly_towards_serfdom, Categories: Country, , All, 
Tag: monthly_towards_free_subjects, Categories: Country, , All, 
Tag: monthly_towards_mercantilism, Categories: Country, , All, 
Tag: monthly_towards_free_trade, Categories: Country, , All, 
Tag: monthly_towards_belligerent, Categories: Country, , All, 
Tag: monthly_towards_conciliatory, Categories: Country, , All, 
Tag: monthly_towards_quality, Categories: Country, , All, 
Tag: monthly_towards_quantity, Categories: Country, , All, 
Tag: monthly_towards_offensive, Categories: Country, , All, 
Tag: monthly_towards_defensive, Categories: Country, , All, 
Tag: monthly_towards_capital_economy, Categories: Country, , All, 
Tag: monthly_towards_traditional_economy, Categories: Country, , All, 
Tag: monthly_towards_individualism, Categories: Country, , All, 
Tag: monthly_towards_communalism, Categories: Country, , All, 
Tag: monthly_towards_outward, Categories: Country, , All, 
Tag: monthly_towards_inward, Categories: Country, , All, 
Tag: monthly_towards_sinicized, Categories: Country, , All, 
Tag: monthly_towards_unsinicized, Categories: Country, , All, 
Tag: monthly_towards_liberalism, Categories: Country, , All, 
Tag: monthly_towards_absolutism, Categories: Country, , All, 
Tag: monthly_towards_mysticism, Categories: Country, , All, 
Tag: monthly_towards_jurisprudence, Categories: Country, , All, 
Tag: disallows_female_rulers, Categories: Country, , All, 
Tag: diplomatic_upkeep_modifier, Categories: Country, , All, 
Tag: building_owner_overlord_maritime_presence, Categories: Location, , All, 
Tag: gold_to_building_owner_overlord, Categories: Location, , All, 
Tag: scaled_gold_to_building_owner_overlord, Categories: Location, , All, 
Tag: number_of_satellite_trade_buildings, Categories: Country, , All, 
Tag: trade_company_headquarters_level, Categories: Country, , All, 
Tag: is_senior_partner, Categories: Country, , All, 
Tag: hre_emperor_comfort_policies_counter, Categories: InternationalOrganization, , All, 
Tag: enabled_negotiate_succession_law, Categories: InternationalOrganization, , All, 
Tag: country_bans_saffron_shirts, Categories: Country, , All, 
Tag: country_can_use_lordship_of_ireland_cb, Categories: Country, , All, 
Tag: country_celtic_marriage_banned, Categories: Country, , All, 
Tag: lordship_of_ireland_casus_belli_cost_modifier, Categories: Country, , All, 
Tag: lordship_of_ireland_invite_planters_cost_modifier, Categories: Country, , All, 
Tag: lordship_of_ireland_form_kingdom_cost_modifier, Categories: Country, , All, 
Tag: forbid_multiple_policies_vote, Categories: InternationalOrganization, , All, 
